
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001744                       # Number of seconds simulated (Second)
simTicks                                   1743937500                       # Number of ticks simulated (Tick)
finalTick                                  1743937500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     15.22                       # Real time elapsed on the host (Second)
hostTickRate                                114571215                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2238848                       # Number of bytes of host memory used (Byte)
simInsts                                      3131017                       # Number of instructions simulated (Count)
simOps                                        5438056                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   205695                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     357258                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          3487876                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.113975                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.897686                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         5456989                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      144                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        5452922                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     87                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                19071                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             25256                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  72                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             3429678                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.589922                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.209089                       # Number of insts issued each cycle (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Cmp            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Cvt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16DotProd            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16MatMultAcc            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Mult            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16MultAcc            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::Bf16Cvt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::System            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::total      5438056                       # Class of committed instruction. (Count)
system.cpu.commitStats0.committedControl::IsControl       633303                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsDirectControl       628748                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsIndirectControl         4555                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCondControl       623105                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsUncondControl        10198                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCall         2372                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsReturn         2367                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.functionCalls            2372                       # Number of function calls committed (Count)
system.cpu.commitStats0.numCallsReturns          4739                       # Number of function calls and returns committed (Count)
system.cpu.dcache.demandHits::cpu.data         485621                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::total            485621                       # number of demand (read+write) hits (Count)
system.cpu.dcache.overallHits::cpu.data        485621                       # number of overall hits (Count)
system.cpu.dcache.overallHits::total           485621                       # number of overall hits (Count)
system.cpu.dcache.demandMisses::cpu.data       140343                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::total          140343                       # number of demand (read+write) misses (Count)
system.cpu.dcache.overallMisses::cpu.data       140343                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::total         140343                       # number of overall misses (Count)
system.cpu.dcache.demandMissLatency::cpu.data   2243497999                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::total   2243497999                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.overallMissLatency::cpu.data   2243497999                       # number of overall miss ticks (Tick)
system.cpu.dcache.overallMissLatency::total   2243497999                       # number of overall miss ticks (Tick)
system.cpu.dcache.demandAccesses::cpu.data       625964                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.demandAccesses::total        625964                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::cpu.data       625964                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::total       625964                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.demandMissRate::cpu.data     0.224203                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.demandMissRate::total      0.224203                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.overallMissRate::cpu.data     0.224203                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.overallMissRate::total     0.224203                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.demandAvgMissLatency::cpu.data 15985.820447                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.demandAvgMissLatency::total 15985.820447                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::cpu.data 15985.820447                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::total 15985.820447                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.blockedCycles::no_mshrs         1010                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_wbuffers            0                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCauses::no_mshrs           20                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_wbuffers            0                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.dcache.avgBlocked::no_mshrs      50.500000                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_wbuffers          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.writebacks::writebacks        24218                       # number of writebacks (Count)
system.cpu.dcache.writebacks::total             24218                       # number of writebacks (Count)
system.cpu.dcache.demandMshrHits::cpu.data       114400                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.demandMshrHits::total        114400                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.overallMshrHits::cpu.data       114400                       # number of overall MSHR hits (Count)
system.cpu.dcache.overallMshrHits::total       114400                       # number of overall MSHR hits (Count)
system.cpu.dcache.demandMshrMisses::cpu.data        25943                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.demandMshrMisses::total        25943                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::cpu.data        25943                       # number of overall MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::total        25943                       # number of overall MSHR misses (Count)
system.cpu.dcache.demandMshrMissLatency::cpu.data   1151808999                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissLatency::total   1151808999                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::cpu.data   1151808999                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::total   1151808999                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissRate::cpu.data     0.041445                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.demandMshrMissRate::total     0.041445                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::cpu.data     0.041445                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::total     0.041445                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.demandAvgMshrMissLatency::cpu.data 44397.679490                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.demandAvgMshrMissLatency::total 44397.679490                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::cpu.data 44397.679490                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::total 44397.679490                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.replacements                  24919                       # number of replacements (Count)
system.cpu.dcache.LockedRMWReadReq.hits::cpu.data           21                       # number of LockedRMWReadReq hits (Count)
system.cpu.dcache.LockedRMWReadReq.hits::total           21                       # number of LockedRMWReadReq hits (Count)
system.cpu.dcache.LockedRMWReadReq.misses::cpu.data            3                       # number of LockedRMWReadReq misses (Count)
system.cpu.dcache.LockedRMWReadReq.misses::total            3                       # number of LockedRMWReadReq misses (Count)
system.cpu.dcache.LockedRMWReadReq.missLatency::cpu.data       112500                       # number of LockedRMWReadReq miss ticks (Tick)
system.cpu.dcache.LockedRMWReadReq.missLatency::total       112500                       # number of LockedRMWReadReq miss ticks (Tick)
system.cpu.dcache.LockedRMWReadReq.accesses::cpu.data           24                       # number of LockedRMWReadReq accesses(hits+misses) (Count)
system.cpu.dcache.LockedRMWReadReq.accesses::total           24                       # number of LockedRMWReadReq accesses(hits+misses) (Count)
system.cpu.dcache.LockedRMWReadReq.missRate::cpu.data     0.125000                       # miss rate for LockedRMWReadReq accesses (Ratio)
system.cpu.dcache.LockedRMWReadReq.missRate::total     0.125000                       # miss rate for LockedRMWReadReq accesses (Ratio)
system.cpu.dcache.LockedRMWReadReq.avgMissLatency::cpu.data        37500                       # average LockedRMWReadReq miss latency ((Tick/Count))
system.cpu.dcache.LockedRMWReadReq.avgMissLatency::total        37500                       # average LockedRMWReadReq miss latency ((Tick/Count))
system.cpu.dcache.LockedRMWReadReq.mshrMisses::cpu.data            3                       # number of LockedRMWReadReq MSHR misses (Count)
system.cpu.dcache.LockedRMWReadReq.mshrMisses::total            3                       # number of LockedRMWReadReq MSHR misses (Count)
system.cpu.dcache.LockedRMWReadReq.mshrMissLatency::cpu.data       307500                       # number of LockedRMWReadReq MSHR miss ticks (Tick)
system.cpu.dcache.LockedRMWReadReq.mshrMissLatency::total       307500                       # number of LockedRMWReadReq MSHR miss ticks (Tick)
system.cpu.dcache.LockedRMWReadReq.mshrMissRate::cpu.data     0.125000                       # mshr miss rate for LockedRMWReadReq accesses (Ratio)
system.cpu.dcache.LockedRMWReadReq.mshrMissRate::total     0.125000                       # mshr miss rate for LockedRMWReadReq accesses (Ratio)
